degree,formation,speciality,segmentation,
Titre ingénieur,"Ingénieur diplômé de l'Université de Technologie de Belfort-Montbéliard, spécialité Mécanique",,,"Titre ingénieur Ingénieur diplômé de l'Université de Technologie de Belfort-Montbéliard, spécialité Mécanique "
Titre ingénieur,"Ingénieur diplômé de l'Université de Technologie de Belfort-Montbéliard, spécialité Informatique en partenariat avec l’ITII (Institut des Techniques d'Ingénieur de l'Industrie) de Franche-Comté",,,"Titre ingénieur Ingénieur diplômé de l'Université de Technologie de Belfort-Montbéliard, spécialité Informatique en partenariat avec l’ITII (Institut des Techniques d'Ingénieur de l'Industrie) de Franche-Comté "
Titre ingénieur,"Ingénieur diplômé de l'Université de Technologie de Belfort-Montbéliard, spécialité Logistique industrielle en partenariat avec l’ITII (Institut des Techniques d'Ingénieur de l'Industrie) de Franche-Comté",,,"Titre ingénieur Ingénieur diplômé de l'Université de Technologie de Belfort-Montbéliard, spécialité Logistique industrielle en partenariat avec l’ITII (Institut des Techniques d'Ingénieur de l'Industrie) de Franche-Comté "
Titre ingénieur,ESIEE Paris,,,Titre ingénieur ESIEE Paris
Titre ingénieur,Ingénieur diplômé de l'ESME Sudria,,,Titre ingénieur Ingénieur diplômé de l'ESME Sudria
Titre ingénieur,"Ingénieur diplômé de l'Université de Pau, spécialité Bâtiment et Travaux Publics",,,"Titre ingénieur Ingénieur diplômé de l'Université de Pau, spécialité Bâtiment et Travaux Publics "
Titre ingénieur,Titre Ingénieur diplômé de l’Ecole Nationale Supérieure d’Arts et Métiers,,,Titre ingénieur Titre Ingénieur diplômé de l’Ecole Nationale Supérieure d’Arts et Métiers
Titre ingénieur,"Ingénieur diplômé de l’Ecole Nationale Supérieure d’Arts et Métiers en convention avec l’Université de Reims Champagne Ardenne, spécialité Mécanique, en partenariat avec l’Institut des Techniques d’Ingénieur de l’Industrie Champagne Ardenne",,,"Titre ingénieur Ingénieur diplômé de l’Ecole Nationale Supérieure d’Arts et Métiers en convention avec l’Université de Reims Champagne Ardenne, spécialité Mécanique, en partenariat avec l’Institut des Techniques d’Ingénieur de l’Industrie Champagne Ardenne "
Titre ingénieur,"Titre Ingénieur diplômé de l’École Nationale Supérieure d’Arts et Métiers spécialité génie énergétique, en partenariat avec Ingénieur 2000",,,"Titre ingénieur Titre Ingénieur diplômé de l’École Nationale Supérieure d’Arts et Métiers spécialité génie énergétique, en partenariat avec Ingénieur 2000 "
Titre ingénieur,Ingénieur diplômé de l’Ecole Nationale Supérieure d’Arts et Métiers spécialité Génie Industriel en partenariat avec Ingénieurs 2000,,,Titre ingénieur Ingénieur diplômé de l’Ecole Nationale Supérieure d’Arts et Métiers spécialité Génie Industriel en partenariat avec Ingénieurs 2000
Titre ingénieur,"Ingénieur diplômé de l'université Paris-X, spécialité mécanique, en partenariat avec l'ITII Île de France",,,"Titre ingénieur Ingénieur diplômé de l'université Paris-X, spécialité mécanique, en partenariat avec l'ITII Île de France "
Titre ingénieur,Ingénieur diplômé de l’Ecole Nationale Supérieure d’Arts et Métiers Spécialité Mécanique en partenariat avec ITII-PACA,,,Titre ingénieur Ingénieur diplômé de l’Ecole Nationale Supérieure d’Arts et Métiers Spécialité Mécanique en partenariat avec ITII-PACA
Titre ingénieur,Ingénieur diplômé de l’Ecole Nationale Supérieure d’Arts et Métiers Spécialité Travaux Publics en partenariat avec l’AFITP,,,Titre ingénieur Ingénieur diplômé de l’Ecole Nationale Supérieure d’Arts et Métiers Spécialité Travaux Publics en partenariat avec l’AFITP
Titre ingénieur,Ingénieur diplômé de l’Ecole nationale supérieure d’arts et métiers (ENSAM) spécialité Gestion et Prévention des Risques en partenariat avec l’ITII 2 Savoies,,,Titre ingénieur Ingénieur diplômé de l’Ecole nationale supérieure d’arts et métiers (ENSAM) spécialité Gestion et Prévention des Risques en partenariat avec l’ITII 2 Savoies
Titre ingénieur,"Ingénieur diplômé de l’Ecole Nationale Supérieure des Mines de Saint-Etienne, spécialité Génie des Installations Nucléaires, en convention avec l’Institut National des Sciences et Techniques Nucléaires",,,"Titre ingénieur Ingénieur diplômé de l’Ecole Nationale Supérieure des Mines de Saint-Etienne, spécialité Génie des Installations Nucléaires, en convention avec l’Institut National des Sciences et Techniques Nucléaires "
Titre ingénieur,Ingénieur diplômé de l'Ecole Nationale Supérieure des Sciences Agronomiques de Bordeaux - Aquitaine,,,Titre ingénieur Ingénieur diplômé de l'Ecole Nationale Supérieure des Sciences Agronomiques de Bordeaux - Aquitaine
Titre ingénieur,"Ingénieur diplômé de l’École nationale d'ingénieurs de Saint-Étienne, spécialité génie mécanique, en partenariat avec l'ITII Loire",,,"Titre ingénieur Ingénieur diplômé de l’École nationale d'ingénieurs de Saint-Étienne, spécialité génie mécanique, en partenariat avec l'ITII Loire "
Titre ingénieur,"Ingénieur diplômé de l’École polytechnique de l’université de Tours, spécialité informatique industrielle, en partenariat avec l’ITII Centre.",,,"Titre ingénieur Ingénieur diplômé de l’École polytechnique de l’université de Tours, spécialité informatique industrielle, en partenariat avec l’ITII Centre. "
Titre ingénieur,"Ingénieur diplômé de Télécom Saint-Étienne de l'université de Saint-Étienne, spécialité Optique",,,"Titre ingénieur Ingénieur diplômé de Télécom Saint-Étienne de l'université de Saint-Étienne, spécialité Optique "
Titre ingénieur,Ingénieur diplômé de l'Ecole Centrale de Marseille,,,Titre ingénieur Ingénieur diplômé de l'Ecole Centrale de Marseille
Titre ingénieur,Diplôme d'ingénieur de l'école française d'électronique et d'informatique,,,Titre ingénieur Diplôme d'ingénieur de l'école française d'électronique et d'informatique
Titre ingénieur,"Ingénieur diplômé de l'Ecole Polytechnique Universitaire de Montpellier de l'Université Montpellier 2 (Polytech Montpellier), spécialité électronique et informatique industrielle",,,"Titre ingénieur Ingénieur diplômé de l'Ecole Polytechnique Universitaire de Montpellier de l'Université Montpellier 2 (Polytech Montpellier), spécialité électronique et informatique industrielle "
Titre ingénieur,"Ingénieur diplômé de l’Ecole Nationale d’Ingénieurs de St Etienne, Spécialité Génie Civil par apprentissage, en partenariat avec SUP BTP RAA",,,"Titre ingénieur Ingénieur diplômé de l’Ecole Nationale d’Ingénieurs de St Etienne, Spécialité Génie Civil par apprentissage, en partenariat avec SUP BTP RAA "
Titre ingénieur,Ingénieur diplômé de l’Ecole d’Electricité de Production et des Méthodes Industrielles,,,Titre ingénieur Ingénieur diplômé de l’Ecole d’Electricité de Production et des Méthodes Industrielles
Titre ingénieur,Ingénieur diplômé de l’Ecole d’Electricité de Production et des Méthodes Industrielles Spécialité Génie Energétique et Climatique,,,Titre ingénieur Ingénieur diplômé de l’Ecole d’Electricité de Production et des Méthodes Industrielles Spécialité Génie Energétique et Climatique
Titre ingénieur,"Ingénieur diplômé de l’Institut Supérieur de Mécanique de Paris, spécialité Génie Industriel en partenariat avec l’ITII d’Ile de France",,,"Titre ingénieur Ingénieur diplômé de l’Institut Supérieur de Mécanique de Paris, spécialité Génie Industriel en partenariat avec l’ITII d’Ile de France "
Titre ingénieur,Ingénieur diplômé de l’École supérieure de chimie organique et minérale,,,Titre ingénieur Ingénieur diplômé de l’École supérieure de chimie organique et minérale
Titre ingénieur,Ingénieur diplômé de l’Institut supérieur de l’automobile et des transports de Nevers de l’université de Dijon Spécialité conception mécanique en partenariat avec l'ITII Bourgogne en formation initiale sous statut d’apprenti,,,Titre ingénieur Ingénieur diplômé de l’Institut supérieur de l’automobile et des transports de Nevers de l’université de Dijon Spécialité conception mécanique en partenariat avec l'ITII Bourgogne en formation initiale sous statut d’apprenti
Titre ingénieur,"Ingénieur diplômé de l'Ecole Nationale Supérieure de Techniques Avancées Bretagne, spécialité Mécanique et Electronique (ENSTA Bretagne) en partenariat avec l'Institut des Techniques des Ingénieurs de l'Industrie Bretagne (ITII bretagne)",,,"Titre ingénieur Ingénieur diplômé de l'Ecole Nationale Supérieure de Techniques Avancées Bretagne, spécialité Mécanique et Electronique (ENSTA Bretagne) en partenariat avec l'Institut des Techniques des Ingénieurs de l'Industrie Bretagne (ITII bretagne) "
Titre ingénieur,Ingénieur Diplômé de l'Ecole Pour l'Informatique et les Techniques Avancées (EPITA),,,Titre ingénieur Ingénieur Diplômé de l'Ecole Pour l'Informatique et les Techniques Avancées (EPITA)
Titre ingénieur,Ingénieur diplômé de l'Institut Polytechnique des Sciences Avancées,,,Titre ingénieur Ingénieur diplômé de l'Institut Polytechnique des Sciences Avancées
BACHELOR,chargé de gestion commerciale,,,
BACHELOR,Responsable marketing  et communication,,,
BACHELOR,Chargé de ressources humaines,,,
Master,Manager de projet,,,
Master,RH,,,
Master,Marketing Communication et Stratégie Commerciale
Master,relations publiques, e-réputation et influence
BACHELOR,Responsable commercial et marketing digital
Master,Droit Public parcours Cadre du Secteur Sanitaire et Médico-social
BACHELOR,Marketing, Communication et Développement de Produits
BACHELOR,Responsable de projet marketing et communication
Licence,Administration et Echanges Internationnaux
Master,Communication et Activation des Marques
Master,Business Consulting
Master,Marketing et Communication
BACHELOR,Marketing  Evénementiel
Master,stratégie social média
BTS,Gestionnaire de Maintenance et Système Informatique
Master,Traitement de signal et des images
MS,Communication digitale et marketing d’influence
Titre ingénieur,diplômé du CESI, formation généraliste
BACHELOR,Responsable en Communication
Master,of Science Marketing de la mode, Design et Stratégie de marque
Master,Audit et Contrôle de Gestion
Master,Management de la Communication
Master,Directeur Artistique et de la création
BTS,Management Hôtellerie-Restauration / Management des unités d'hébergement
MS,Eco-Energicien;
Master,Commerce International
BACHELOR,International Business et Management
MBA,Manager d'affaires
Master,Manager de la Performance QSE
MS,Achat et supply chain
BAC PRO,Communication Visuelle Plurimedia
BACHELOR,Chargé du Développement Commercial
Master,Architecte Web
Licence,STAPS Management des organisations sportives
MBA,Expert en Audit et Contrôle de Gestion
MS,Managemer de l'innovation numérique
Titre Ingénieur,cyber sécurité
Licence Professionnelle,insertion Sociale
MS,Management et Développement Durable / Spécialité QHSE
BACHELOR,chargé de développement Marketing et Commercial
Master,Of Science en Luxury Brand Management
BACHELOR,Logistique et transport
BTS,Gestion des transports et de la logistique associée
BACHELOR,Design Graphique et Numérique
Master,Communication Evènementielle
BACHELOR,Conseiller en investissement immobilier
Titre Ingénieur,INGENIEUR en biotechnologies
Master,Business development
Master,Marketing et Management du sport
Master,In green, social and digital management
MBA,Management, Commerce et Entrepreuriat
Master,Achat et Supply Chain
Master,Gestion de Projet
BAC,Technologique STMG
Licence,Management Interculturel
BAC,Technologique STI2D
Master,Manager de Ressources Humaines
BUT,Responsable performance industrielle
MBA,Directeur Administratif et Financier
Master,Architecture
Master,Management de la Cybersécurité
BACHELOR,Responsable commercial et marketing
Titre ingénieur,Ingénieur diplômé de l’École nationale supérieure de l'électronique et de ses applications
Mastère,Manager de la Communication
BACHELOR,vente et négociation
Titre ingénieur,école nationale supérieur d'ingénieur de Poitiers
Titre d'ingénieur,de l'école nationale d'ingénieurs de Brest (ENIB)
Master,Management Transport Logistique et Commerce International
BACHELOR,Création et  Digital Design
Master,Cybersécurité
BACHELOR,Responsable performance industrielle
Licence,Administration économique et sociale
Master,Stratégie marketing et communication digitale
MBA,webmarketing et projets communication digitale
Titre ingénieur,diplômé du CESI spécialité Informatique
Master,Finance parcours conformité et maîtrise des risques juridiques et financiers
Titre ingénieur,en amélioration continue
Titre d'ingénieur,Génie biomédical et Santé
Master,Management des industries musicales et de spectacle
BACHELOR,Image et réalisation
BACHELOR,Sound design
Licence Professionnelle,Graphiste Motion Designer
Master,création graphique Motion design et audiovisuel
BACHELOR,International Business Administration
BACHELOR,Chef de Projet Digital
Licence Professionnelle,Management de Projets en Communication et Industries graphiques
Titre ingénieur,diplômé de l'école nationale supérieure des ingénieurs en arts chimiques et technologiques de Toulouse (ENSIACET)
Titre Ingénieur,Génie Chimique
MS,Manager de la chaîne logistique et achats
Master,Gestion de territoires et développement local
Master,Entrepreneuriat et stratégie d'entreprise
Master,IA et management option data scientist
Titre Ingénieur,biotechnologie à Sup’biotech;
Master,Digital Business
TITRE Ingénieur,en Génie Electrique de ESIGELEC
Licence Professionnelle,Gestion Rationnelle de l'Energie Electrique
Bachelor,Marketing et business

